Open,High,Low,Close,Adj Close,Volume,symbol,timestamp
99.55000305175781,107.9000015258789,97.19999694824219,104.43000030517578,98.80514526367188,714212800,MSFT,2019-01-01
103.77999877929688,113.23999786376953,102.3499984741211,112.02999877929688,105.99580383300781,469095900,MSFT,2019-02-01
112.88999938964844,120.81999969482422,108.80000305175781,117.94000244140625,112.06404876708984,589095800,MSFT,2019-03-01
118.94999694824219,131.3699951171875,118.0999984741211,130.60000610351562,124.09329986572266,433157700,MSFT,2019-04-01
130.52999877929688,130.64999389648438,123.04000091552734,123.68000030517578,117.5180892944336,547218800,MSFT,2019-05-01
123.8499984741211,138.39999389648438,119.01000213623047,133.9600067138672,127.75707244873047,508324300,MSFT,2019-06-01
136.6300048828125,141.67999267578125,134.6699981689453,136.27000427246094,129.96011352539062,484079900,MSFT,2019-07-01
137.0,140.94000244140625,130.77999877929688,137.86000061035156,131.47647094726562,584482000,MSFT,2019-08-01
136.61000061035156,142.3699951171875,134.50999450683594,139.02999877929688,133.0338592529297,472544800,MSFT,2019-09-01
139.66000366210938,145.6699981689453,133.22000122070312,143.3699951171875,137.18667602539062,549523400,MSFT,2019-10-01
144.25999450683594,152.5,142.97000122070312,151.3800048828125,144.8511962890625,392371800,MSFT,2019-11-01
151.80999755859375,159.5500030517578,146.64999389648438,157.6999969482422,151.41207885742188,450303300,MSFT,2019-12-01
158.77999877929688,174.0500030517578,156.50999450683594,170.22999572753906,163.44253540039062,558530000,MSFT,2020-01-01
170.42999267578125,190.6999969482422,152.0,162.00999450683594,155.5502166748047,887522300,MSFT,2020-02-01
165.30999755859375,175.0,132.52000427246094,157.7100067138672,151.8352813720703,1612695500,MSFT,2020-03-01
153.0,180.39999389648438,150.36000061035156,179.2100067138672,172.53439331054688,984705000,MSFT,2020-04-01
175.8000030517578,187.50999450683594,173.8000030517578,183.25,176.4239044189453,688845000,MSFT,2020-05-01
182.5399932861328,204.39999389648438,181.35000610351562,203.50999450683594,196.47491455078125,764965400,MSFT,2020-06-01
203.13999938964844,216.3800048828125,197.50999450683594,205.00999450683594,197.92303466796875,770190800,MSFT,2020-07-01
211.52000427246094,231.14999389648438,203.13999938964844,225.52999877929688,217.73373413085938,692423900,MSFT,2020-08-01
225.50999450683594,232.86000061035156,196.25,210.3300018310547,203.54998779296875,768176300,MSFT,2020-09-01
213.49000549316406,225.2100067138672,199.6199951171875,202.47000122070312,195.94337463378906,631618000,MSFT,2020-10-01
204.2899932861328,228.1199951171875,200.1199951171875,214.07000732421875,207.16944885253906,573443000,MSFT,2020-11-01
214.50999450683594,227.17999267578125,209.11000061035156,222.4199981689453,215.81381225585938,594761700,MSFT,2020-12-01
222.52999877929688,242.63999938964844,211.94000244140625,231.9600067138672,225.07052612304688,648076400,MSFT,2021-01-01
235.05999755859375,246.1300048828125,227.8800048828125,232.3800048828125,225.47801208496094,490962200,MSFT,2021-02-01
235.89999389648438,241.0500030517578,224.25999450683594,235.77000427246094,229.2942352294922,724945800,MSFT,2021-03-01
238.47000122070312,263.19000244140625,238.0500030517578,252.17999267578125,245.25347900390625,568661600,MSFT,2021-04-01
253.39999389648438,254.35000610351562,238.07000732421875,249.67999267578125,242.82212829589844,495084900,MSFT,2021-05-01
251.22999572753906,271.6499938964844,243.0,270.8999938964844,264.067626953125,508572200,MSFT,2021-06-01
269.6099853515625,290.1499938964844,269.6000061035156,284.9100036621094,277.72430419921875,522672700,MSFT,2021-07-01
286.3599853515625,305.8399963378906,283.739990234375,301.8800048828125,294.2663269042969,441308900,MSFT,2021-08-01
302.8699951171875,305.32000732421875,281.6199951171875,281.9200134277344,275.3358154296875,502918700,MSFT,2021-09-01
282.1199951171875,332.0,280.25,331.6199951171875,323.87506103515625,516515800,MSFT,2021-10-01
331.3599853515625,349.6700134277344,326.3699951171875,330.5899963378906,322.869140625,509885200,MSFT,2021-11-01
335.1300048828125,344.29998779296875,317.25,336.32000732421875,329.0662536621094,625674800,MSFT,2021-12-01
335.3500061035156,338.0,276.04998779296875,310.9800109863281,304.2728271484375,947531400,MSFT,2022-01-01
310.4100036621094,315.1199951171875,271.5199890136719,298.7900085449219,292.3457336425781,697050600,MSFT,2022-02-01
296.3999938964844,315.95001220703125,270.0,308.30999755859375,302.2840881347656,734334200,MSFT,2022-03-01
309.3699951171875,315.1099853515625,270.0,277.5199890136719,272.09588623046875,627343400,MSFT,2022-04-01
277.7099914550781,290.8800048828125,246.44000244140625,271.8699951171875,266.5563049316406,742902000,MSFT,2022-05-01
275.20001220703125,277.69000244140625,241.50999450683594,256.8299865722656,252.39678955078125,621372300,MSFT,2022-06-01
256.3900146484375,282.0,245.94000244140625,280.739990234375,275.89404296875,534891800,MSFT,2022-07-01
277.82000732421875,294.17999267578125,260.6600036621094,261.4700012207031,256.9566650390625,477157600,MSFT,2022-08-01
258.8699951171875,267.45001220703125,232.72999572753906,232.89999389648438,229.3656463623047,575586600,MSFT,2022-09-01
235.41000366210938,251.0399932861328,219.1300048828125,232.1300048828125,228.60736083984375,671225100,MSFT,2022-10-01
234.60000610351562,255.3300018310547,213.42999267578125,255.13999938964844,251.26815795898438,615296000,MSFT,2022-11-01
253.8699951171875,263.9200134277344,233.8699951171875,239.82000732421875,236.84625244140625,591358700,MSFT,2022-12-01
243.0800018310547,249.8300018310547,219.35000610351562,247.80999755859375,244.73716735839844,666168100,MSFT,2023-01-01
248.0,276.760009765625,245.47000122070312,249.4199981689453,246.3271942138672,615501000,MSFT,2023-02-01
250.75999450683594,289.2699890136719,245.61000061035156,288.29998779296875,285.4382019042969,747635000,MSFT,2023-03-01
286.5199890136719,308.92999267578125,275.3699951171875,307.260009765625,304.2100830078125,551497100,MSFT,2023-04-01
306.9700012207031,335.94000244140625,303.3999938964844,328.3900146484375,325.13031005859375,600807200,MSFT,2023-05-01
325.92999267578125,351.4700012207031,322.5,340.5400085449219,337.8967590332031,547588700,MSFT,2023-06-01
339.19000244140625,366.7799987792969,327.0,335.9200134277344,333.3126220703125,666764400,MSFT,2023-07-01
335.19000244140625,338.5400085449219,311.54998779296875,327.760009765625,325.2159729003906,479456700,MSFT,2023-08-01
331.30999755859375,340.8599853515625,309.45001220703125,315.75,313.9624938964844,416680700,MSFT,2023-09-01
316.2799987792969,346.20001220703125,311.2099914550781,338.1099853515625,336.1958923339844,540907000,MSFT,2023-10-01
339.7900085449219,384.29998779296875,339.6499938964844,378.9100036621094,376.76495361328125,563880300,MSFT,2023-11-01
376.760009765625,378.1600036621094,362.8999938964844,376.0400085449219,374.6700744628906,522003700,MSFT,2023-12-01
38.72249984741211,42.25,35.5,41.61000061035156,39.832801818847656,3312349600,AAPL,2019-01-01
41.7400016784668,43.967498779296875,41.48249816894531,43.287498474121094,41.43865966796875,1890162400,AAPL,2019-02-01
43.56999969482422,49.42250061035156,42.375,47.48749923706055,45.654239654541016,2603925600,AAPL,2019-03-01
47.90999984741211,52.119998931884766,47.095001220703125,50.16749954223633,48.23077392578125,2024470800,AAPL,2019-04-01
52.470001220703125,53.82749938964844,43.747501373291016,43.76750183105469,42.07785415649414,2957826400,AAPL,2019-05-01
43.900001525878906,50.39250183105469,42.567501068115234,49.47999954223633,47.75299835205078,2060874800,AAPL,2019-06-01
50.79249954223633,55.342498779296875,49.602500915527344,53.2599983215332,51.40106201171875,1895406800,AAPL,2019-07-01
53.474998474121094,54.50749969482422,48.14500045776367,52.185001373291016,50.36359786987305,2724326400,AAPL,2019-08-01
51.60749816894531,56.60499954223633,51.05500030517578,55.99250030517578,54.2435188293457,2170268400,AAPL,2019-09-01
56.26750183105469,62.4375,53.782501220703125,62.189998626708984,60.24742889404297,2433210800,AAPL,2019-10-01
62.3849983215332,67.0,62.290000915527344,66.8125,64.72555541992188,1793326000,AAPL,2019-11-01
66.81749725341797,73.49250030517578,64.07250213623047,73.4124984741211,71.3329086303711,2388794800,AAPL,2019-12-01
74.05999755859375,81.9625015258789,73.1875,77.37750244140625,75.18558502197266,2934370400,AAPL,2020-01-01
76.07499694824219,81.80500030517578,64.09249877929688,68.33999633789062,66.40410614013672,3019279200,AAPL,2020-02-01
70.56999969482422,76.0,53.15250015258789,63.5724983215332,61.91825485229492,6280072400,AAPL,2020-03-01
61.625,73.63249969482422,59.224998474121094,73.44999694824219,71.5387191772461,3265299200,AAPL,2020-04-01
71.5625,81.05999755859375,71.4625015258789,79.48500061035156,77.41669464111328,2805936000,AAPL,2020-05-01
